CC ID #,LIMS #,Package,Tests,CoA Due Date,Source Harvest(s),Source Package(s),Item,Category,Item Strain,Shipped Quantity,Gross Weight,Notes,THC Target,CBD Target,Unnamed: 15,Unnamed: 13,Unnamed: 14,CC ID  #,LIMS  #,Shipped Qty.,Gross Wgt.,Unnamed: 9
CoA Completion Due Date: 05/20/2025,,,,,,,,,,,,,,,,,,,,,,
Sampling Method: NCTL SOP-230 Medical Marijuana Sampling Procedure,,,,,,,,,,,,,,,,,,,,,,
Field Balance: plz 4520,,,,,,,,,,,,,,,,,,,,,,
.18090,174868.0,1A4070300001E15000015382,SBMI,2025-05-20,"Dutton Dank 03.18.25, Melon Saver 03.18.25, Purple Chemdawg 03.18.25, White 4516 03.18.25, White Runtz 03.18.25",1A4070300001E15000013977,"M00000705410: Bulk Oil Distillate - Blend (H), 1g",Bulk Concentrate,,4.2,,"Blind Duplicate
Concentrate",Blind DUP,-,,,,,,,,
.18091,174869.0,1A4070300001E15000015383,SBMI,2025-05-20,"Dutton Dank 03.18.25, Melon Saver 03.18.25, Purple Chemdawg 03.18.25, White 4516 03.18.25, White Runtz 03.18.25",1A4070300001E15000013978,"M00000705410: Bulk Oil Distillate - Blend (H), 1g",Bulk Concentrate,,5.0,,"Blind Duplicate
Concentrate",Blind DUP,-,,,,,,,,
.18092,174870.0,1A4070300001E15000015384,SBMI,2025-05-20,"Dutton Dank 03.18.25, Melon Saver 03.18.25, Purple Chemdawg 03.18.25, White 4516 03.18.25, White Runtz 03.18.25",1A4070300001E15000013979,"M00000705410: Bulk Oil Distillate - Blend (H), 1g",Bulk Concentrate,,15.7,,"Blind Triplicate
Concentrate",Blind TRIP,-,,,,,,,,
.18093,174871.0,1A4070300001E15000015385,"TERPS, NSPNPT",2025-05-20,SinMint Cookies 2 FF 03.12.25,1A4070300001E15000013782,M00000659816: Bulk Rosin,Bulk Concentrate,,4.2,,"Blind Final
Concentrate",Blind Final,-,,,,,,,,
.18094,174872.0,1A4070300001E15000015386,"TERPS, NSMI",2025-05-20,"Caesar 11.26.24, Cherry Dosido 10.29.24, Cherry Dosido 12.10.24, London Pound Cake 01.14.25, London Pound Cake FF 02.10.25, Mai Cake 05.24.24, Mai Cake 06.27.24, Mai Cake 11.12.24, White Strawberry 11.12.24",1A4070300001E15000013952,M00000659816: Bulk Rosin,Bulk Concentrate,,4.2,,"Blind Duplicate
Concentrate",Blind DUP,-,,,,,,,,
.18095,174873.0,1A4070300001E15000015387,"TERPS, NSMI",2025-05-20,"Boston Tea Party #22 04.18.24, Boston Tea Party #22 05.16.24, Boston Tea Party #22 11.26.24, Boston Tea Party 06.18.24, Caesar 01.07.25, Caesar 05.16.24, Caesar 06.18.24, Caesar 11.26.24, Caesar FF 03.03.25, Cherry Dosido 04.10.24, Cherry Dosido 05.09.24, Cherry Dosido 10.29.24, Empire Eclair 12.24.24, London Pound Cake 01.14.25, London Pound Cake 05.24.24, London Pound Cake 12.24.24, White Strawberry 06.27.24, White Strawberry 11.12.24, White Strawberry 12.24.24",1A4070300001E15000013975,M00000659816: Bulk Rosin,Bulk Concentrate,,4.2,,"Blind Duplicate
Concentrate",Blind DUP,-,,,,,,,,
.18096,174874.0,1A4070300001E15000015388,"TERPS, NSMI",2025-05-20,"Boston Tea Party #22 04.18.24, Boston Tea Party #22 11.26.24, Caesar 04.18.24, Cherry Dosido 05.09.24, London Pound Cake 04.26.24, N.Y. Cheesecake 04.26.24, N.Y. Cheesecake 05.24.24, White Strawberry 12.24.24",1A4070300001E15000013976,M00000659816: Bulk Rosin,Bulk Concentrate,,4.2,,"Blind Duplicate
Concentrate",Blind DUP,-,,,,,,,,
.18097,174875.0,1A4070300001E15000015389,"TERPS, NSMI",2025-05-20,Caesar FF 03.03.25,1A4070300001E15000011378,"M00001018108: Bulk Rosin - Caesar (H), 1g",Bulk Concentrate,,4.2,,"Blind Duplicate
Concentrate",Blind DUP,-,,,,,,,,
.18098,174876.0,1A4070300001E15000015390,PPPT,2025-05-20,"Boston Tea Party #22 09.04.24, Cherry Dosido 08.28.24, Cherry Dosido 09.18.24, Lemon Cherry Gelato 08.21.24, Mai Cake 09.11.24, Mandarin Diesel 07.12.24, Melon Heads 04.29.24, Ricky Bobby 04.29.24, Ricky Bobby 09.18.24, SinMint Cookies 2 07.12.24, SinMintZ 07.12.24, Verdi Cherry 08.15.24, White 4516 08.15.24, White Runtz 08.15.24, White Runtz 08.28.24",1A4070300001E15000014913,M00000991902: WIP-Kynd Blueberry Gummies 2:1 THC:CBN,Bulk Edible,,11.0,41.34,"2.86 mg/g THC: 1.4 CBN
Gummy",2.86 mg/g,1.4 CBN,,,,,,,,
.18099,174877.0,1A4070300001E15000015391,PPPT,2025-05-20,"Caesar 01.07.25, Caesar 05.16.24, Caesar 06.18.24, Caesar 11.26.24",1A4070300001E15000013961,M00000979708: WIP-HZ Gorilla Guava Gummies,Bulk Edible,,11.0,38.62,"2.86 mg/g THC: 
Gummy",2.86 mg/g,-,,,,,,,,
.18100,174878.0,1A4070300001E15000015392,PPPT,2025-05-20,"Boston Tea Party #22 04.18.24, Boston Tea Party #22 05.16.24, Boston Tea Party #22 11.26.24, Boston Tea Party 06.18.24",1A4070300001E15000013962,M00000958813: WIP-HZ Mango Tango Gummies,Bulk Edible,,11.0,38.7,"2.86 mg/g THC: 
Gummy",2.86 mg/g,-,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
05/16/2025  Ayr Wellness  Manifest   0001275234 / Confident Cannabis Order # 2505NCTL2182,,,,,,,,,,,,,,,,,,,,,,
CoA Completion Due Date: 05/20/2025,,,,,,,,,,,,,,,,,,,,,,
Sampling Method: NCTL SOP-230 Medical Marijuana Sampling Procedure,,,,,,,,,,,,,,,,,,,,,,
Field Balance: jdy 1592,,,,,,,,,,,,,,,,,,,,,,
.18137,174915.0,1A4070300000385000002132,PPM,2025-05-20,2025.05.16-H244-F2-Lemon Slushee,1A4070300000385000003502,M00000785135: Fresh Frozen-Lemon Slushee,Bulk Flower/Buds,Lemon Slushee,45.4,,,-,-,,,,,,,,
.18138,174916.0,1A4070300000385000002133,PPM,2025-05-20,2025.05.16-H244-F2-Lemon Slushee,1A4070300000385000003503,M00000785135: Fresh Frozen-Lemon Slushee,Bulk Flower/Buds,Lemon Slushee,45.5,,,-,-,,,,,,,,
.18139,174917.0,1A4070300000385000002134,PPM,2025-05-20,2025.05.16-H244-F2-Lemon Slushee,1A4070300000385000003504,M00000785135: Fresh Frozen-Lemon Slushee,Bulk Flower/Buds,Lemon Slushee,45.4,,,-,-,,,,,,,,
.18140,174918.0,1A4070300000385000002135,PPM,2025-05-20,2025.05.16-H244-F2-Lemon Slushee,1A4070300000385000003505,M00000785135: Fresh Frozen-Lemon Slushee,Bulk Flower/Buds,Lemon Slushee,18.21,,,-,-,,,,,,,,
.18141,174919.0,1A4070300000385000002136,PPM,2025-05-20,2025.05.16-H244-F2-Lemon Slushee,1A4070300000385000003506,M00000785135: Fresh Frozen-Lemon Slushee,Bulk Flower/Buds,Lemon Slushee,45.4,,,-,-,,,,,,,,
.18142,174920.0,1A4070300000385000002137,PPM,2025-05-20,2025.05.16-H244-F2-Lemon Slushee,1A4070300000385000003509,M00000785135: Fresh Frozen-Lemon Slushee,Bulk Flower/Buds,Lemon Slushee,14.83,,,-,-,,,,,,,,
.18143,174921.0,1A4070300000385000002138,PPM,2025-05-20,2025.05.16-H244-F2-Lemon Slushee,1A4070300000385000003508,M00000785135: Fresh Frozen-Lemon Slushee,Bulk Flower/Buds,Lemon Slushee,45.5,,,-,-,,,,,,,,
.18144,174922.0,1A4070300000385000002139,PPM,2025-05-20,2025.05.16-H244-F2-Lemon Slushee,1A4070300000385000003507,M00000785135: Fresh Frozen-Lemon Slushee,Bulk Flower/Buds,Lemon Slushee,45.4,,,-,-,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
05/16/2025  Klutch Cannabis  Manifest   0001275253 / Confident Cannabis Order # 2505NCTL2189,,,,,,,,,,,,,,,,,,,,,,
CoA Completion Due Date: 05/20/2025,,,,,,,,,,,,,,,,,,,,,,
Sampling Method: NCTL SOP-230 Medical Marijuana Sampling Procedure,,,,,,,,,,,,,,,,,,,,,,
Field Balance: jdy 1592,,,,,,,,,,,,,,,,,,,,,,
.18129,174907.0,1A40703000011F9000001564,"TERPS, DPM",2025-05-20,H47-CAP-S-4.22.25,1A40703000011F9000001562,M00000945903: Cap Junk Buds,Bulk Flower/Buds,Cap Junk,34.0,,,-,-,,,,,,,,
.18130,174908.0,1A40703000011F9000001565,"TERPS, DPM",2025-05-20,H47-CAP-S-4.22.25,1A40703000011F9000001563,M00000945903: Cap Junk Buds,Bulk Flower/Buds,Cap Junk,34.0,,,-,-,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
05/16/2025  Galenas  Manifest   0001275309 / Confident Cannabis Order # 2505NCTL2187,,,,,,,,,,,,,,,,,,,,,,
CoA Completion Due Date: 05/20/2025,,,,,,,,,,,,,,,,,,,,,,
Sampling Method: NCTL SOP-230 Medical Marijuana Sampling Procedure,,,,,,,,,,,,,,,,,,,,,,
Field Balance: plz 4520,,,,,,,,,,,,,,,,,,,,,,
.18127,174905.0,1A4070300002D51000001782,PPPT,2025-05-20,FL Sunrise 1/13/25 (Green),1A4070300002D51000001758,M00001086804: Bulk Sativa Gummy,Bulk Edible,,10.0,61.3,1.55-1.824,1.55-1.824 mg/g,-,,,,,,,,
.18128,174906.0,1A4070300002D51000001783,PPPT,2025-05-20,FL Sunrise 1/13/25 (Green),1A4070300002D51000001775,M00001086804: Bulk Sativa Gummy,Bulk Edible,,10.0,60.0,"1.67 mg/g
Gummy",1.67 mg/g,-,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"05/16/2025  Sun Theory Ohio, LLC  Manifest   0001275310 / Confident Cannabis Order # 2505NCTL2186",,,,,,,,,,,,,,,,,,,,,,
CoA Completion Due Date: 05/20/2025,,,,,,,,,,,,,,,,,,,,,,
Sampling Method: NCTL SOP-230 Medical Marijuana Sampling Procedure,,,,,,,,,,,,,,,,,,,,,,
Field Balance: plz 4520,,,,,,,,,,,,,,,,,,,,,,
.18145,174923.0,1A40703000023F2000027032,"NSPNPT, TERPS",2025-05-20,2025.04.30-H241-F4-Donny Solo Burger,1A40703000023F2000034925,M00001207925: WIP-Live Hash Rosin-90u to 119u-Cold Cure-Donny Solo Burger,Bulk Concentrate,,4.2,,"Blind Final
Concentrate",Blind Final,-,,,,,,,,
.18146,174924.0,1A40703000023F2000027033,"NSPNPT, TERPS",2025-05-20,2025.04.30-H241-F4-Donny Solo Burger,1A40703000023F2000034924,M00001149310: WIP-Live Hash Rosin-90u to 159u-Cold Cure-Donny Solo Burger,Bulk Concentrate,,4.2,,"Blind Final
Concentrate",Blind Final,-,,,,,,,,
.18147,174925.0,1A40703000023F2000027034,"NSPNPT, TERPS",2025-05-20,2025.04.30-H241-F4-College Park,1A40703000023F2000034923,M00001188422: WIP-Live Hash Rosin-Full Spec-Cold Cure-College Park,Bulk Concentrate,,4.2,,"Blind Final
Concentrate",Blind Final,-,,,,,,,,
.18148,174926.0,1A40703000023F2000027035,PPPT,2025-05-20,"2023.12.19-H163-F3-Rainbow B'lts, 2024.01.17-H167-F7-Papaya, 2024.01.18-H168-F12-Rainbow B'lts, 2024.01.19-H168-F12-Zazul, 2024.03.15-H176-F8-Rainbow B'lts, 2024.03.18-H176-F8-Papaya, 2024.05.06-H185-F6-Rainbow B'lts, 2024.06.03-H188-F8-Permanent Marker-Manicure for R&D, 2024.06.04-H190-F1-Rainbow B'lts, 2024.06.28-H193-F4-Permanent Marker, 2024.07.30-H199-F3-Papaya, 2024.07.30-H199-F3-Rainbow B'lts, 2024.08.16-H200-F8-Pacific Cool, 2024.08.19-H200-F8-Permanent Marker, 2024.09.04-H203-F7-Papaya, 2024.09.04-H203-F7-Rainbow B'lts, 2024.09.16-H205-F4-Permanent Marker, 2024.10.08-H208-F2-Permanent Marker, 2024.10.17-H209-F6-Zoap, 2024.11.13-H214-F1-SherbHead, 2024.11.19-H215-F7-RS11, 2024.12.02-H217-F4-Lemon Cherry Gelato, H124-F2-Jealousy-2023.05.02, H142-F1-RB-2023.08.11, HF10-10-Jealousy-2023.04.07",1A40703000023F2000037066,M00000952104: WIP-5mg-Klutch LHR Gummy-Lemon Burst,Bulk Edible,,4.0,20.88,"0.91 mg/g Triplicate
Concentrate",0.91 mg/g,,,,,,,,,
.18149,174927.0,1A40703000023F2000027036,PPPT,2025-05-20,"01.05.2023 - Gordita- Manicure For Photo, 01.05.2023 - R'ntz- Manicure For Photo, 01.05.2023 - Zelato- Manicure For Photo, 02.09.2023 - SherbHead - Manicure For Photo, 02.10.2023 - Ice Cream Cake - Manicure for Photo, 10.20.2022 - Blue Cheese - Manicure for Photo, 10.25.2022 - Whip It - Manicure for Photo, 11.11.2022-Red R'ntz-Manicure for Photo, 12.29.2022 - Lemon Cherry Gelato - Manicure For Photo, 12.29.2022 - Rose Gold R'ntz - Manicure For Photo, 2018.12.28 Harvest, 2019.01.16 - Penny Wise Manicure (2070), 2019.01.18 - GLUE - 01, 2019.01.21 - GLUE - 1, 2019.01.24 - GLUE - 01, 2019.01.24 - GLUE - 09, 2019.01.25 - Candy Apple - 33, 2019.01.25 - Cindy 99 - 28, 2019.01.25 - Cookies - 23, 2019.01.26 - GMO - 55, 2019.01.26 - Mr. Nice - 03, 2019.01.26 - OGKS Green - 02, 2019.01.26 - THE GLUE - 25, 2019.01.27 - Hot Banana - 54, 2019.01.27 - THE GLUE - 19, 2019.01.28 - Mimosa - 07, 2019.01.28 - THE GLUE - 76, 2019.01.29 - OGKS Purple - 01, 2019.01.29 - THE GLUE - 01, 2019.01.29 - THE GLU...",1A40703000023F2000037091,M00001165427: WIP-5mg-HBT Gummy-Mango Indica,Bulk Edible,,20.0,79.25,"1.25 mg/g Triplicate
Gummy",1.25 mg/g,-,,,,,,,,
.18150,174928.0,1A40703000023F2000027037,PPPT,2025-05-20,"01.05.2023 - Gordita- Manicure For Photo, 01.05.2023 - R'ntz- Manicure For Photo, 01.05.2023 - Zelato- Manicure For Photo, 02.09.2023 - SherbHead - Manicure For Photo, 02.10.2023 - Ice Cream Cake - Manicure for Photo, 10.20.2022 - Blue Cheese - Manicure for Photo, 10.25.2022 - Whip It - Manicure for Photo, 11.11.2022-Red R'ntz-Manicure for Photo, 12.29.2022 - Lemon Cherry Gelato - Manicure For Photo, 12.29.2022 - Rose Gold R'ntz - Manicure For Photo, 2018.12.28 Harvest, 2019.01.16 - Penny Wise Manicure (2070), 2019.01.18 - GLUE - 01, 2019.01.21 - GLUE - 1, 2019.01.24 - GLUE - 01, 2019.01.24 - GLUE - 09, 2019.01.25 - Candy Apple - 33, 2019.01.25 - Cindy 99 - 28, 2019.01.25 - Cookies - 23, 2019.01.26 - GMO - 55, 2019.01.26 - Mr. Nice - 03, 2019.01.26 - OGKS Green - 02, 2019.01.26 - THE GLUE - 25, 2019.01.27 - Hot Banana - 54, 2019.01.27 - THE GLUE - 19, 2019.01.28 - Mimosa - 07, 2019.01.28 - THE GLUE - 76, 2019.01.29 - OGKS Purple - 01, 2019.01.29 - THE GLUE - 01, 2019.01.29 - THE GLU...",1A40703000023F2000037092,M00001165427: WIP-5mg-HBT Gummy-Mango Indica,Bulk Edible,,20.0,79.89,"1.25 mg/g Triplicate
Gummy",1.25 mg/g,-,,,,,,,,
.18151,174929.0,1A40703000023F2000027038,PPPT,2025-05-20,"01.05.2023 - Gordita- Manicure For Photo, 01.05.2023 - R'ntz- Manicure For Photo, 01.05.2023 - Zelato- Manicure For Photo, 02.09.2023 - SherbHead - Manicure For Photo, 02.10.2023 - Ice Cream Cake - Manicure for Photo, 10.20.2022 - Blue Cheese - Manicure for Photo, 10.25.2022 - Whip It - Manicure for Photo, 11.11.2022-Red R'ntz-Manicure for Photo, 12.29.2022 - Lemon Cherry Gelato - Manicure For Photo, 12.29.2022 - Rose Gold R'ntz - Manicure For Photo, 2018.12.28 Harvest, 2019.01.16 - Penny Wise Manicure (2070), 2019.01.18 - GLUE - 01, 2019.01.21 - GLUE - 1, 2019.01.24 - GLUE - 01, 2019.01.24 - GLUE - 09, 2019.01.25 - Candy Apple - 33, 2019.01.25 - Cindy 99 - 28, 2019.01.25 - Cookies - 23, 2019.01.26 - GMO - 55, 2019.01.26 - Mr. Nice - 03, 2019.01.26 - OGKS Green - 02, 2019.01.26 - THE GLUE - 25, 2019.01.27 - Hot Banana - 54, 2019.01.27 - THE GLUE - 19, 2019.01.28 - Mimosa - 07, 2019.01.28 - THE GLUE - 76, 2019.01.29 - OGKS Purple - 01, 2019.01.29 - THE GLUE - 01, 2019.01.29 - THE GLU...",1A40703000023F2000037115,M00001165728: WIP-5mg-HBT Gummy-Mandarin Sativa,Bulk Edible,,20.0,81.44,"1.25 mg/g Triplicate
Gummy",1.25 mg/g,-,,,,,,,,
.18152,174930.0,1A40703000023F2000027039,PPPT,2025-05-20,"01.05.2023 - Gordita- Manicure For Photo, 01.05.2023 - R'ntz- Manicure For Photo, 01.05.2023 - Zelato- Manicure For Photo, 02.09.2023 - SherbHead - Manicure For Photo, 02.10.2023 - Ice Cream Cake - Manicure for Photo, 10.20.2022 - Blue Cheese - Manicure for Photo, 10.25.2022 - Whip It - Manicure for Photo, 11.11.2022-Red R'ntz-Manicure for Photo, 12.29.2022 - Lemon Cherry Gelato - Manicure For Photo, 12.29.2022 - Rose Gold R'ntz - Manicure For Photo, 2018.12.28 Harvest, 2019.01.16 - Penny Wise Manicure (2070), 2019.01.18 - GLUE - 01, 2019.01.21 - GLUE - 1, 2019.01.24 - GLUE - 01, 2019.01.24 - GLUE - 09, 2019.01.25 - Candy Apple - 33, 2019.01.25 - Cindy 99 - 28, 2019.01.25 - Cookies - 23, 2019.01.26 - GMO - 55, 2019.01.26 - Mr. Nice - 03, 2019.01.26 - OGKS Green - 02, 2019.01.26 - THE GLUE - 25, 2019.01.27 - Hot Banana - 54, 2019.01.27 - THE GLUE - 19, 2019.01.28 - Mimosa - 07, 2019.01.28 - THE GLUE - 76, 2019.01.29 - OGKS Purple - 01, 2019.01.29 - THE GLUE - 01, 2019.01.29 - THE GLU...",1A40703000023F2000037116,M00001165728: WIP-5mg-HBT Gummy-Mandarin Sativa,Bulk Edible,,20.0,79.38,"1.25 mg/g Triplicate
Gummy",1.25 mg/g,,,,,,,,,
.18153,174931.0,1A40703000023F2000027040,PPPT,2025-05-20,"2023.05.09BAN36, 2023.05.09Ban36F21, 2023.05.18PCP49F14, 2023.05.18PCP49F18, 2023.05.28Soph48, 2023.05.28SunSun00, 2023.05.31AS85, 2023.05.31AS89, 2023.06.13Ban36, AB1-081623.8, BB3-9 -071223, BB3-9-032323, BB3-9-052423-1, BB3-9-052423-2, BB3-9-060723, BB3-9-080323, BM1-011223, BM1082422-1, BM1091422, BM1112322, BM1121522, BM2082522, BM5092122, BM5092222, BM5092922-2, CP10-011823, CP10-032223, CP10-040523, CP10-051723, CP10-061523, CP10-072023, CP10102022, CP10120822, CP4102022, CP4120822, CP412122, CP5111722, CP6111722, CP8-011823, CP8102022, CP812122, CS091522, CS092122, FK-011823, FK-022223, FK-031523, FK-042623, FK-051723, FK-061523, FK-072023, FK-122122, FK111722, FK120822, FLC-010523, FLC-020223, FWR1090122, FWR5-022223, FWR5090122, FWR5090722, FWR5092222, FWR5101322, FWR5102022, FWR5102622, FWR5111022, FWR5112322, FWR5121422, FWR5121522, FWR7-030223, FWR8-030223, FWR9-030223, FWR9-051023, FWR9-071223, GC4-081623.8, H10-Sundae Driver-F5-2019.08.30, H11-Josh D OG-F3-2019.09.25,...",1A40703000023F2000037117,M00001102010: WIP-25mg-Kiva Camino-Watermelon Lemonade,Bulk Edible,,20.0,72.75,"6.94 mg/g Triplicate
Gummy",6.94 mg/g,-,,,,,,,,
.18154,174932.0,1A40703000023F2000027041,PPPT,2025-05-20,"01.05.2023 - Gordita- Manicure For Photo, 01.05.2023 - R'ntz- Manicure For Photo, 01.05.2023 - Zelato- Manicure For Photo, 02.09.2023 - SherbHead - Manicure For Photo, 02.10.2023 - Ice Cream Cake - Manicure for Photo, 02.21.2024-HF5-19-Lemon Slushee, 10.20.2022 - Blue Cheese - Manicure for Photo, 10.25.2022 - Whip It - Manicure for Photo, 11.11.2022-Red R'ntz-Manicure for Photo, 12.29.2022 - Lemon Cherry Gelato - Manicure For Photo, 12.29.2022 - Rose Gold R'ntz - Manicure For Photo, 2018.12.28 Harvest, 2019.01.16 - Penny Wise Manicure (2070), 2019.01.18 - GLUE - 01, 2019.01.21 - GLUE - 1, 2019.01.24 - GLUE - 01, 2019.01.24 - GLUE - 09, 2019.01.25 - Candy Apple - 33, 2019.01.25 - Cindy 99 - 28, 2019.01.25 - Cookies - 23, 2019.01.26 - GMO - 55, 2019.01.26 - Mr. Nice - 03, 2019.01.26 - OGKS Green - 02, 2019.01.26 - THE GLUE - 25, 2019.01.27 - Hot Banana - 54, 2019.01.27 - THE GLUE - 19, 2019.01.28 - Mimosa - 07, 2019.01.28 - THE GLUE - 76, 2019.01.29 - OGKS Purple - 01, 2019.01.29 - TH...",1A40703000023F2000037118,M00001101711: WIP-25mg-Kiva Camino-Wild Cherry,Bulk Edible,,20.0,71.75,"6.94 mg/g Triplicate
Gummy",6.94 mg/g,-,,,,,,,,
.18155,174933.0,1A40703000023F2000027042,PPPT,2025-05-20,"2023.05.09BAN36, 2023.05.09Ban36F21, 2023.05.18PCP49F14, 2023.05.18PCP49F18, 2023.05.28Soph48, 2023.05.28SunSun00, 2023.05.31AS85, 2023.05.31AS89, 2023.06.13Ban36, AB1-081623.8, BB3-9 -071223, BB3-9-032323, BB3-9-052423-1, BB3-9-052423-2, BB3-9-060723, BB3-9-080323, BM1-011223, BM1082422-1, BM1091422, BM1112322, BM1121522, BM2082522, BM5092122, BM5092222, BM5092922-2, CP10-011823, CP10-032223, CP10-040523, CP10-051723, CP10-061523, CP10-072023, CP10102022, CP10120822, CP4102022, CP4120822, CP412122, CP5111722, CP6111722, CP8-011823, CP8102022, CP812122, CS091522, CS092122, FK-011823, FK-022223, FK-031523, FK-042623, FK-051723, FK-061523, FK-072023, FK-122122, FK111722, FK120822, FLC-010523, FLC-020223, FWR1090122, FWR5-022223, FWR5090122, FWR5090722, FWR5092222, FWR5101322, FWR5102022, FWR5102622, FWR5111022, FWR5112322, FWR5121422, FWR5121522, FWR7-030223, FWR8-030223, FWR9-030223, FWR9-051023, FWR9-071223, GC4-081623.8, H10-Sundae Driver-F5-2019.08.30, H11-Josh D OG-F3-2019.09.25,...",1A40703000023F2000037088,M00000794931: WIP-100mg-Kiva Bar-Milk Chocolate-Churro,Bulk Edible,,1.0,53.65,"1.85 mg/g
Chocolate",1.85 mg/g,-,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
05/16/2025  Klutch Cannabis  Manifest   0001275335 / Confident Cannabis Order # 2505NCTL2190,,,,,,,,,,,,,,,,,,,,,,
CoA Completion Due Date: 05/20/2025,,,,,,,,,,,,,,,,,,,,,,
Sampling Method: NCTL SOP-230 Medical Marijuana Sampling Procedure,,,,,,,,,,,,,,,,,,,,,,
Field Balance: jdy 1592,,,,,,,,,,,,,,,,,,,,,,
.18227,175000.0,1A4071500002A97000001942,"TERPS, DPM",2025-05-21,Glitter Bomb 4/28/25 (Purple),1A4071500002A97000003939,M00001210939: Bulk Flower - Glitter Bomb,Bulk Flower/Buds,Glitter Bomb,34.0,,Rush Pote Due Tuesday,-,-,,,,,,,,
.18228,175001.0,1A4071500002A97000002768,"TERPS, DPM",2025-05-21,Glitter Bomb 4/28/25 (Purple),1A4071500002A97000003940,M00001210939: Bulk Flower - Glitter Bomb,Bulk Flower/Buds,Glitter Bomb,20.1,,Rush Pote Due Tuesday,-,-,,,,,,,,
.18229,175002.0,1A4071500002A97000002769,"TERPS, DPM",2025-05-21,Glitter Bomb 4/28/25 (Purple),1A4071500002A97000003941,M00001210939: Bulk Flower - Glitter Bomb,Bulk Flower/Buds,Glitter Bomb,18.0,,Rush Pote Due Tuesday,-,-,,,,,,,,
.18230,175003.0,1A4071500002A97000002770,PPM,2025-05-21,Glitter Bomb 4/28/25 (Purple),1A4071500002A97000003942,M00001211036: Bulk Shake/Trim - Glitter Bomb,Shake/Trim (By Strain),Glitter Bomb,56.5,,,,-,,,,,,,,
.18231,175004.0,1A4071500002A97000002771,"R&D POT, R&D MICRO, R&D MC",2025-05-21,Banana Skunkberry 5/12/25 (Grey),1A4071500002A97000003943,M00000251311: R&D sample,Shake/Trim,,20.0,,Pheno,-,-,,,,,,,,
.18232,175005.0,1A4071500002A97000002772,"R&D POT, R&D MICRO, R&D MC",2025-05-21,Frozen Fusion 5/12/25 (Grey),1A4071500002A97000003944,M00000251311: R&D sample,Shake/Trim,,20.0,,Pheno,-,-,,,,,,,,
.18233,175006.0,1A4071500002A97000002773,"R&D POT, R&D MICRO, R&D MC",2025-05-21,FL Sunrise 5/12/25 (Grey),1A4071500002A97000003945,M00000251311: R&D sample,Shake/Trim,,20.0,,Pheno,-,-,,,,,,,,
.18234,175007.0,1A4071500002A97000002774,"R&D POT, R&D MICRO, R&D MC",2025-05-21,Kush Face #1 5/12/25 (Grey),1A4071500002A97000003946,M00000251311: R&D sample,Shake/Trim,,20.0,,Pheno,-,-,,,,,,,,
.18235,175008.0,1A4071500002A97000002775,"R&D POT, R&D MICRO, R&D MC, R&D TERPS",2025-05-21,Certified Fresh 5/12/25 (Isolation),1A4071500002A97000003947,M00000251311: R&D sample,Shake/Trim,,20.0,,Pheno,-,-,,,,,,,,
.18236,175009.0,1A4071500002A97000002776,"R&D POT, R&D MICRO, R&D MC, R&D TERPS",2025-05-21,Certified Fresh 5/12/25 (Isolation),1A4071500002A97000003948,M00000251311: R&D sample,Shake/Trim,,20.0,,Pheno,-,-,,,,,,,,
.18237,175010.0,1A4071500002A97000002777,"R&D POT, R&D MICRO, R&D MC, R&D TERPS",2025-05-21,Certified Fresh 5/12/25 (Isolation),1A4071500002A97000003949,M00000251311: R&D sample,Shake/Trim,,20.0,,Pheno,-,-,,,,,,,,
.18238,175011.0,1A4071500002A97000002778,"R&D POT, R&D MICRO, R&D MC, R&D TERPS",2025-05-21,Certified Fresh 5/12/25 (Isolation),1A4071500002A97000003950,M00000251311: R&D sample,Shake/Trim,,20.0,,Pheno,-,-,,,,,,,,
.18239,175012.0,1A4071500002A97000002779,"R&D POT, R&D MICRO, R&D MC, R&D TERPS",2025-05-21,Certified Fresh 5/12/25 (Isolation),1A4071500002A97000003951,M00000251311: R&D sample,Shake/Trim,,20.0,,Pheno,-,-,,,,,,,,
.18240,175013.0,1A4071500002A97000002780,"R&D POT, R&D MICRO, R&D MC, R&D TERPS",2025-05-21,Certified Fresh 5/12/25 (Isolation),1A4071500002A97000003952,M00000251311: R&D sample,Shake/Trim,,20.0,,Pheno,-,-,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
05/19/2025  Certified Cultivators  Manifest   0001275635 / Confident Cannabis Order # 2505NCTL2203,,,,,,,,,,,,,,,,,,,,,,
CoA Completion Due Date: 05/21/2025,,,,,,,,,,,,,,,,,,,,,,
Sampling Method: NCTL SOP-230 Medical Marijuana Sampling Procedure,,,,,,,,,,,,,,,,,,,,,,
Field Balance: t47 0026,,,,,,,,,,,,,,,,,,,,,,
